Date,Hour,District,Latitude,Longitude,Vehicle_Type,Cause,Severity,Month,Province
2025-05-26,18,Sindhupalchok,27.99730081828757,85.64176645332913,Motorcycle,Monsoon Weather,Serious,5,Bagmati
2025-11-29,20,Kaski,28.139560485806435,83.96802619914486,Bus,Poor Road,Serious,11,Gandaki
2025-09-30,21,Morang,26.72098090506137,87.3501191373124,Motorcycle,Poor Road,Fatal,9,Koshi
2025-05-18,16,Kavrepalanchok,27.62164146218351,85.56986599294525,Bus,Speeding,Fatal,5,Bagmati
2025-07-31,16,Morang,26.59121165876312,87.33244750118035,Motorcycle,Drink Driving,Fatal,7,Koshi
2025-04-07,14,Kathmandu,27.7331102356675,85.39551841577291,Car,Speeding,Fatal,4,Bagmati
2025-02-05,20,Morang,26.596882838127524,87.33567070245425,Motorcycle,Speeding,Fatal,2,Koshi
2025-04-04,22,Nawalparasi East,27.585215007968436,84.10878023354388,Motorcycle,Speeding,Fatal,4,Gandaki
2025-03-11,17,Banke,28.030281494932186,81.65650291967238,Motorcycle,Monsoon Weather,Serious,3,Lumbini
2025-05-29,17,Lalitpur,27.606890701158253,85.27641002578858,Bus,Monsoon Weather,Serious,5,Bagmati
2025-02-26,22,Makwanpur,27.494452796662433,85.1240226660715,Truck,Reckless Driving,Minor,2,Bagmati
2025-11-23,19,Jhapa,26.521778074840235,87.93007872298172,Motorcycle,Reckless Driving,Minor,11,Koshi
2025-08-22,19,Baglung,28.231292873817267,83.6684723607945,Car,Reckless Driving,Serious,8,Gandaki
2025-11-13,14,Tanahun,27.927664377626463,84.34842829674201,Motorcycle,Poor Road,Fatal,11,Gandaki
2025-08-20,20,Kathmandu,27.627896646911864,85.3357609549185,Truck,Monsoon Weather,Serious,8,Bagmati
2025-05-20,15,Doti,29.20441797301734,80.86687950510586,Bicycle,Speeding,Fatal,5,Sudurpashchim
2025-12-25,14,Kavrepalanchok,27.56198879760917,85.56280396837072,Car,Poor Road,Serious,12,Bagmati
2025-11-15,16,Morang,26.683037701601155,87.27530764112562,Motorcycle,Monsoon Weather,Minor,11,Koshi
2025-09-09,16,Morang,26.660784253107792,87.29727352463145,Bus,Monsoon Weather,Minor,9,Koshi
2025-04-07,17,Kavrepalanchok,27.542458037021778,85.56969911809514,Motorcycle,Speeding,Fatal,4,Bagmati
2025-06-14,13,Rukum West,28.669739218754795,82.39054083730159,Bus,Speeding,Fatal,6,Karnali
2025-01-10,20,Sindhupalchok,27.92759980951036,85.70373381122441,Motorcycle,Speeding,Fatal,1,Bagmati
2025-03-19,21,Makwanpur,27.445219162570634,85.12415338592606,Motorcycle,Speeding,Serious,3,Bagmati
2025-01-26,12,Jhapa,26.526381241457035,87.93844549444206,Motorcycle,Speeding,Fatal,1,Koshi
2025-10-01,20,Rupandehi,27.461166810813285,83.45140049482019,Motorcycle,Speeding,Fatal,10,Lumbini
2025-01-12,15,Rupandehi,27.508411160304313,83.42265748497005,Motorcycle,Monsoon Weather,Serious,1,Lumbini
2025-04-06,20,Kalikot,29.19548488462602,81.56468458206375,Motorcycle,Reckless Driving,Serious,4,Karnali
2025-02-22,17,Nuwakot,27.820960125067835,85.15450372826206,Motorcycle,Overtaking,Serious,2,Bagmati
2025-05-25,18,Kapilvastu,27.632010267598915,83.09335408391766,Motorcycle,Speeding,Serious,5,Lumbini
2025-05-18,17,Sarlahi,26.964832458742226,85.53528687981088,Motorcycle,Reckless Driving,Serious,5,Madhesh
2025-03-06,21,Baitadi,29.47597850562218,80.45793006417563,Truck,Speeding,Fatal,3,Sudurpashchim
2025-08-13,14,Morang,26.694675085339565,87.3669578032424,Bicycle,Monsoon Weather,Minor,8,Koshi
2025-01-05,19,Kathmandu,27.6529232835127,85.28119071921958,Motorcycle,Speeding,Serious,1,Bagmati
2025-04-30,21,Arghakhanchi,28.00068832367833,83.15345347247118,Motorcycle,Speeding,Fatal,4,Lumbini
2025-02-16,20,Banke,28.023465236135543,81.67629739066474,Motorcycle,Reckless Driving,Fatal,2,Lumbini
2025-03-19,23,Mahottari,26.859777981713293,85.79373923283741,Car,Speeding,Fatal,3,Madhesh
2025-01-08,16,Bhaktapur,27.733958574556762,85.37515367403441,Motorcycle,Speeding,Fatal,1,Bagmati
2025-09-10,20,Dhankuta,27.01862718253808,87.2754502144989,Motorcycle,Speeding,Fatal,9,Koshi
2025-04-22,17,Terhathum,27.118517413357143,87.60929977014581,Motorcycle,Reckless Driving,Serious,4,Koshi
2025-06-25,21,Bardiya,28.3932642856765,81.43588712115061,Car,Speeding,Fatal,6,Lumbini
2025-08-04,17,Arghakhanchi,28.001262936479836,83.14176422798042,Motorcycle,Drink Driving,Serious,8,Lumbini
2025-06-09,16,Kailali,28.732932303245136,80.66717456383819,Car,Reckless Driving,Serious,6,Sudurpashchim
2025-09-13,21,Dhading,27.912219297576886,84.84977955912461,Motorcycle,Reckless Driving,Serious,9,Bagmati
2025-07-10,16,Dolakha,27.59031080505423,86.01155765287467,Motorcycle,Speeding,Fatal,7,Bagmati
2025-08-26,13,Nuwakot,27.83656212304267,85.2021430514536,Car,Reckless Driving,Minor,8,Bagmati
2025-12-23,16,Nawalparasi East,27.581152749233077,84.1057447399418,Motorcycle,Poor Road,Minor,12,Gandaki
2025-01-17,19,Bhaktapur,27.660385671025956,85.41582636006433,Motorcycle,Speeding,Serious,1,Bagmati
2025-06-19,22,Mugu,29.610463757623517,82.23289839404012,Motorcycle,Poor Road,Fatal,6,Karnali
2025-02-11,18,Gorkha,27.927556582346476,84.53289935234812,Motorcycle,Reckless Driving,Minor,2,Gandaki
2025-03-16,21,Sunsari,26.529737464288765,87.1377040504744,Bus,Speeding,Fatal,3,Koshi
2025-01-29,13,Kaski,28.12669567118127,84.01937300269302,Car,Drink Driving,Minor,1,Gandaki
2025-05-17,16,Nawalparasi East,27.605680028966155,84.2202739989264,Car,Speeding,Fatal,5,Gandaki
2025-07-20,17,Kavrepalanchok,27.59782460081554,85.54141212039075,Motorcycle,Speeding,Fatal,7,Bagmati
2025-02-06,17,Rukum West,28.74488619082232,82.43410463742289,Motorcycle,Speeding,Fatal,2,Karnali
2025-10-06,18,Parsa,27.1671694465517,84.91962347300006,Motorcycle,Drink Driving,Fatal,10,Madhesh
2025-08-29,20,Saptari,26.587561481757934,86.79936506812356,Motorcycle,Reckless Driving,Fatal,8,Madhesh
2025-04-03,16,Parsa,27.13081487131933,84.90413530788737,Car,Monsoon Weather,Serious,4,Madhesh
2025-04-09,18,Kathmandu,27.661515940634555,85.28628273165376,Motorcycle,Speeding,Fatal,4,Bagmati
2025-05-09,17,Ilam,26.928459125442792,87.87403412719229,Bus,Speeding,Fatal,5,Koshi
2025-07-15,15,Okhaldhunga,27.25666466992407,86.46884198864278,Bus,Speeding,Fatal,7,Koshi
2025-01-07,17,Dang,28.02862860314566,82.36230209478771,Bus,Reckless Driving,Minor,1,Lumbini
2025-03-04,17,Dhanusha,26.777930824180316,86.00245027909506,Car,Drink Driving,Serious,3,Madhesh
2025-05-08,17,Kavrepalanchok,27.60696969435112,85.48102771541522,Motorcycle,Reckless Driving,Minor,5,Bagmati
2025-07-17,18,Bhojpur,27.106074593841363,87.0587027165387,Motorcycle,Monsoon Weather,Fatal,7,Koshi
2025-08-15,18,Arghakhanchi,27.922448154982735,83.15529089178192,Motorcycle,Speeding,Serious,8,Lumbini
2025-05-07,16,Pyuthan,28.09460110836842,82.82663947854469,Motorcycle,Speeding,Serious,5,Lumbini
2025-01-18,21,Rukum West,28.681598711637736,82.44840676114518,Motorcycle,Speeding,Fatal,1,Karnali
2025-04-12,14,Nawalparasi West,27.588163719451423,83.83758638114553,Truck,Drink Driving,Fatal,4,Lumbini
2025-08-24,15,Morang,26.72763035034838,87.31723679637946,Motorcycle,Speeding,Fatal,8,Koshi
2025-02-18,23,Siraha,26.773156093814542,86.40687653442565,Motorcycle,Speeding,Fatal,2,Madhesh
2025-09-24,14,Kathmandu,27.712723909426224,85.36632034817846,Car,Reckless Driving,Fatal,9,Bagmati
2025-12-07,13,Parbat,28.186312349734386,83.71447861530477,Motorcycle,Speeding,Fatal,12,Gandaki
2025-04-17,20,Banke,27.978906622848694,81.72772281693197,Motorcycle,Speeding,Serious,4,Lumbini
2025-08-31,11,Sarlahi,27.04800295703175,85.60900945146103,Motorcycle,Reckless Driving,Minor,8,Madhesh
2025-07-19,17,Dhading,27.93108708450287,84.8497680052494,Motorcycle,Speeding,Fatal,7,Bagmati
2025-12-15,23,Nawalparasi East,27.574964550786884,84.20834505723776,Car,Speeding,Fatal,12,Gandaki
2025-06-09,13,Salyan,28.38341290459778,82.1122183801664,Motorcycle,Reckless Driving,Fatal,6,Karnali
2025-06-15,12,Jhapa,26.55986767341423,87.88734376359612,Bicycle,Drink Driving,Serious,6,Koshi
2025-03-23,13,Bhojpur,27.194266559310012,87.04740691728873,Motorcycle,Speeding,Serious,3,Koshi
2025-11-19,20,Rupandehi,27.531557302470443,83.50654772312147,Motorcycle,Poor Road,Fatal,11,Lumbini
2025-01-22,21,Kailali,28.651289121752924,80.57270926089048,Car,Speeding,Serious,1,Sudurpashchim
2025-10-09,16,Chitwan,27.5698904938513,84.57392935168443,Motorcycle,Reckless Driving,Serious,10,Bagmati
2025-09-24,20,Dhading,27.878453378167595,84.88097597593483,Motorcycle,Speeding,Fatal,9,Bagmati
2025-03-04,22,Lalitpur,27.67455560367353,85.30707195358238,Motorcycle,Speeding,Fatal,3,Bagmati
2025-05-10,23,Nawalparasi East,27.722195799302334,84.21311500167607,Bus,Speeding,Fatal,5,Gandaki
2025-09-04,17,Morang,26.652145404444106,87.37316403743165,Motorcycle,Speeding,Fatal,9,Koshi
2025-11-23,11,Sindhuli,27.17928488990138,85.98131688448518,Motorcycle,Speeding,Fatal,11,Bagmati
2025-06-02,15,Baglung,28.303152139671845,83.5774718873029,Truck,Speeding,Fatal,6,Gandaki
2025-04-12,16,Syangja,27.955149261380043,83.86641254429072,Bus,Speeding,Minor,4,Gandaki
2025-07-04,17,Ilam,26.88827278412882,87.94459297676828,Bus,Speeding,Serious,7,Koshi
2025-01-27,17,Sindhupalchok,27.8753326071962,85.6662507466523,Motorcycle,Speeding,Fatal,1,Bagmati
2025-12-08,21,Parsa,27.20076140976222,84.83201216006411,Motorcycle,Reckless Driving,Serious,12,Madhesh
2025-04-22,21,Chitwan,27.596505785621897,84.45357692807752,Bicycle,Speeding,Serious,4,Bagmati
2025-02-27,17,Dhading,27.886644103814326,84.96842203488852,Truck,Speeding,Serious,2,Bagmati
2025-05-01,21,Sunsari,26.610632279952167,87.21430903345488,Motorcycle,Speeding,Fatal,5,Koshi
2025-11-21,19,Bara,27.11432308791833,85.07106364806792,Car,Poor Road,Minor,11,Madhesh
2025-08-11,18,Kanchanpur,28.86326266561282,80.22052498064164,Motorcycle,Speeding,Fatal,8,Sudurpashchim
2025-06-16,20,Lalitpur,27.719442382653053,85.26199351025366,Bus,Speeding,Fatal,6,Bagmati
2025-01-08,18,Bhaktapur,27.596388200177785,85.3488621655325,Motorcycle,Poor Road,Serious,1,Bagmati
2025-03-27,23,Jumla,29.25582659122823,82.19932865364301,Motorcycle,Speeding,Fatal,3,Karnali
2025-05-22,13,Salyan,28.38436979144304,82.07408868554391,Car,Speeding,Serious,5,Karnali
2025-10-27,16,Surkhet,28.596237221467955,81.59074091876326,Motorcycle,Monsoon Weather,Serious,10,Karnali
2025-03-03,17,Taplejung,27.391095882480265,87.62473806374807,Motorcycle,Monsoon Weather,Fatal,3,Koshi
2025-07-22,19,Saptari,26.5548049878071,86.71095023322826,Motorcycle,Speeding,Fatal,7,Madhesh
2025-05-05,21,Chitwan,27.548598371620773,84.51586637973875,Motorcycle,Speeding,Fatal,5,Bagmati
2025-01-05,17,Manang,28.665444077672333,83.99390313042865,Motorcycle,Speeding,Fatal,1,Gandaki
2025-01-22,13,Dhading,27.879890265325386,84.87934778562544,Bus,Speeding,Fatal,1,Bagmati
2025-10-25,20,Bajura,29.57558507115365,81.55727951808846,Motorcycle,Speeding,Fatal,10,Sudurpashchim
2025-12-20,20,Lalitpur,27.70088984964356,85.35331373401411,Motorcycle,Speeding,Fatal,12,Bagmati
2025-09-01,12,Bara,26.97089120089657,85.07890819490008,Motorcycle,Speeding,Fatal,9,Madhesh
2025-12-19,17,Sunsari,26.641030299301374,87.17919193381613,Motorcycle,Reckless Driving,Fatal,12,Koshi
2025-11-02,13,Gulmi,28.034851953228262,83.30883249422628,Motorcycle,Speeding,Fatal,11,Lumbini
2025-03-21,16,Siraha,26.710523343306797,86.27567734482331,Car,Speeding,Serious,3,Madhesh
2025-07-10,15,Bhaktapur,27.723763465351357,85.48343751898899,Motorcycle,Poor Road,Fatal,7,Bagmati
2025-02-15,20,Chitwan,27.525995301858277,84.54592897533531,Motorcycle,Reckless Driving,Fatal,2,Bagmati
2025-05-08,18,Sarlahi,27.038584427725706,85.49854000030977,Car,Reckless Driving,Minor,5,Madhesh
2025-03-22,14,Solukhumbu,27.637492608411964,86.68764126733346,Motorcycle,Speeding,Fatal,3,Koshi
2025-09-13,20,Sankhuwasabha,27.391594281328842,87.25402574492418,Bus,Speeding,Fatal,9,Koshi
2025-02-16,13,Nawalparasi East,27.585164019422617,84.16007507758468,Motorcycle,Poor Road,Serious,2,Gandaki
2025-12-18,18,Dhankuta,27.02187975950862,87.37579049505042,Motorcycle,Reckless Driving,Fatal,12,Koshi
2025-11-13,15,Sunsari,26.543678963908867,87.15408082290413,Motorcycle,Reckless Driving,Serious,11,Koshi
2025-06-23,16,Gulmi,28.10720939301803,83.27096297225364,Motorcycle,Poor Road,Minor,6,Lumbini
2025-11-17,19,Ilam,26.888018703825885,87.96869736181381,Car,Reckless Driving,Serious,11,Koshi
2025-01-31,19,Mustang,28.834291123389402,83.85751892638223,Motorcycle,Poor Road,Fatal,1,Gandaki
2025-01-31,22,Kaski,28.16978507467693,83.90023205065458,Motorcycle,Monsoon Weather,Fatal,1,Gandaki
2025-07-02,17,Dhankuta,26.93746546320902,87.26432010254328,Motorcycle,Speeding,Fatal,7,Koshi
2025-11-27,18,Surkhet,28.5347815851194,81.63085371746281,Motorcycle,Speeding,Fatal,11,Karnali
2025-03-20,16,Bhojpur,27.12423621370225,87.11955877807631,Motorcycle,Poor Road,Fatal,3,Koshi
2025-12-26,18,Jumla,29.28263112745461,82.1736157212728,Motorcycle,Reckless Driving,Serious,12,Karnali
2025-10-02,19,Banke,28.039485362915226,81.68081402234746,Motorcycle,Poor Road,Serious,10,Lumbini
2025-02-24,17,Palpa,27.792362042003777,83.54057605699603,Bus,Reckless Driving,Serious,2,Lumbini
2025-03-06,12,Siraha,26.81082754890252,86.3385432558281,Motorcycle,Reckless Driving,Serious,3,Madhesh
2025-09-07,18,Sindhupalchok,27.881840732111918,85.68469855799965,Motorcycle,Speeding,Serious,9,Bagmati
2025-04-30,19,Sindhupalchok,27.97357549735291,85.64409319426525,Bus,Speeding,Serious,4,Bagmati
2025-06-12,15,Jhapa,26.598054465227815,87.92716413536598,Motorcycle,Speeding,Fatal,6,Koshi
2025-10-13,14,Bhaktapur,27.69405458708231,85.40733199245885,Motorcycle,Reckless Driving,Fatal,10,Bagmati
2025-11-27,22,Syangja,28.073906448225806,83.76387026687188,Motorcycle,Speeding,Fatal,11,Gandaki
2025-06-27,19,Makwanpur,27.46243288016247,85.01944882519561,Motorcycle,Speeding,Fatal,6,Bagmati
2025-08-13,17,Palpa,27.83916876047545,83.52764663741921,Motorcycle,Reckless Driving,Fatal,8,Lumbini
2025-04-09,14,Solukhumbu,27.577343018860006,86.74973775512301,Motorcycle,Reckless Driving,Minor,4,Koshi
2025-01-11,15,Terhathum,27.08948290577019,87.52458880873606,Motorcycle,Monsoon Weather,Fatal,1,Koshi
2025-12-19,21,Ramechhap,27.367204297948057,86.13230389501904,Motorcycle,Speeding,Fatal,12,Bagmati
2025-07-13,18,Banke,28.002192215495107,81.59966899862476,Motorcycle,Reckless Driving,Serious,7,Lumbini
2025-07-03,16,Sunsari,26.673304119641582,87.16434628902154,Motorcycle,Speeding,Fatal,7,Koshi
2025-03-10,19,Ramechhap,27.332418636367084,86.14823067114712,Motorcycle,Speeding,Serious,3,Bagmati
2025-05-09,15,Baitadi,29.55402543340447,80.45866604965994,Truck,Speeding,Serious,5,Sudurpashchim
2025-01-21,22,Chitwan,27.53307764890265,84.48349748258717,Motorcycle,Monsoon Weather,Fatal,1,Bagmati
2025-09-06,22,Rautahat,27.05758333764158,85.22983166656708,Motorcycle,Speeding,Fatal,9,Madhesh
2025-12-28,16,Kapilvastu,27.554964160120765,83.1129042910164,Motorcycle,Drink Driving,Fatal,12,Lumbini
2025-08-13,16,Dang,27.93947753103508,82.32074011492226,Motorcycle,Speeding,Fatal,8,Lumbini
2025-10-14,10,Lalitpur,27.604161818899364,85.3369386956019,Bus,Speeding,Fatal,10,Bagmati
2025-05-31,13,Mahottari,26.831296666695078,85.73626830342896,Motorcycle,Poor Road,Fatal,5,Madhesh
2025-10-05,13,Bara,27.063196010808657,85.02928683953354,Motorcycle,Monsoon Weather,Minor,10,Madhesh
2025-12-23,18,Sunsari,26.62884361903453,87.17192550545164,Motorcycle,Poor Road,Minor,12,Koshi
2025-09-08,17,Dhading,27.900035964949687,84.9031156186975,Truck,Monsoon Weather,Fatal,9,Bagmati
2025-04-08,13,Bardiya,28.42170241756927,81.43044149787947,Motorcycle,Speeding,Fatal,4,Lumbini
2025-10-18,17,Arghakhanchi,27.97478027821302,83.21391129038615,Bus,Speeding,Serious,10,Lumbini
2025-04-06,19,Morang,26.59493423756866,87.30369864615885,Car,Speeding,Serious,4,Koshi
2025-10-06,19,Myagdi,28.461635843365656,83.567145865134,Motorcycle,Speeding,Serious,10,Gandaki
2025-06-28,12,Kailali,28.741503214687516,80.60845869112589,Motorcycle,Speeding,Fatal,6,Sudurpashchim
2025-06-15,17,Bhaktapur,27.63032910856705,85.35774264371906,Motorcycle,Speeding,Fatal,6,Bagmati
2025-08-28,13,Kaski,28.263801476156797,84.04282656253167,Motorcycle,Poor Road,Serious,8,Gandaki
2025-05-21,20,Bardiya,28.33771129531131,81.44755466657544,Motorcycle,Speeding,Fatal,5,Lumbini
2025-11-03,20,Kapilvastu,27.591463211089586,83.02183470925289,Motorcycle,Speeding,Fatal,11,Lumbini
2025-10-11,15,Terhathum,27.138256725793394,87.56829272656971,Car,Speeding,Fatal,10,Koshi
2025-03-24,15,Kaski,28.244804817214934,83.91189261770127,Motorcycle,Speeding,Fatal,3,Gandaki
2025-02-05,16,Gulmi,28.020973923193193,83.27109069606668,Motorcycle,Monsoon Weather,Serious,2,Lumbini
2025-09-29,11,Dailekh,28.822760494766044,81.700396779623,Motorcycle,Monsoon Weather,Fatal,9,Karnali
2025-03-21,19,Gorkha,27.96528220849295,84.591101377614,Motorcycle,Speeding,Fatal,3,Gandaki
2025-08-19,17,Kapilvastu,27.57884441489847,83.08764736768327,Bicycle,Speeding,Serious,8,Lumbini
2025-06-01,20,Khotang,27.216560127308007,86.82458070917077,Motorcycle,Speeding,Fatal,6,Koshi
2025-05-15,14,Kaski,28.153693423053223,83.9520803464523,Motorcycle,Reckless Driving,Minor,5,Gandaki
2025-10-05,16,Parsa,27.07338647161793,84.7873399531669,Motorcycle,Overtaking,Serious,10,Madhesh
2025-07-07,13,Nawalparasi West,27.512408677118223,83.73047419540832,Motorcycle,Monsoon Weather,Fatal,7,Lumbini
2025-08-21,14,Dhading,27.91642118405675,84.97970081854781,Bus,Reckless Driving,Fatal,8,Bagmati
2025-01-01,14,Morang,26.58613043425046,87.40139683402708,Motorcycle,Speeding,Fatal,1,Koshi
2025-11-23,20,Sunsari,26.539010599562424,87.17718624300744,Motorcycle,Speeding,Fatal,11,Koshi
2025-09-17,15,Jhapa,26.572905216489442,87.9644347095698,Car,Poor Road,Fatal,9,Koshi
2025-07-14,18,Dailekh,28.788231298188883,81.6704711145731,Motorcycle,Drink Driving,Fatal,7,Karnali
2025-04-05,16,Solukhumbu,27.58452476165675,86.6851813321287,Motorcycle,Speeding,Fatal,4,Koshi
2025-01-10,14,Syangja,28.06585490776919,83.8450437041699,Motorcycle,Reckless Driving,Fatal,1,Gandaki
2025-11-14,17,Lalitpur,27.68566401607125,85.32528440077803,Motorcycle,Speeding,Serious,11,Bagmati
2025-07-06,19,Bhaktapur,27.731357718773687,85.41191068771862,Bus,Speeding,Fatal,7,Bagmati
2025-11-14,14,Nuwakot,27.8439497067361,85.25401363569932,Car,Speeding,Fatal,11,Bagmati
2025-05-03,20,Pyuthan,28.064742132488277,82.72858136656392,Bus,Reckless Driving,Fatal,5,Lumbini
2025-06-14,15,Jumla,29.220166084907007,82.19744942659106,Motorcycle,Poor Road,Serious,6,Karnali
2025-02-02,16,Kathmandu,27.717133114227387,85.28162930737312,Bicycle,Drink Driving,Minor,2,Bagmati
2025-12-04,19,Makwanpur,27.486348823671356,85.09378242486392,Motorcycle,Drink Driving,Fatal,12,Bagmati
2025-10-03,16,Kathmandu,27.76728042018138,85.33358999978852,Motorcycle,Speeding,Fatal,10,Bagmati
2025-07-18,18,Kathmandu,27.74470773826361,85.36049594876346,Motorcycle,Speeding,Fatal,7,Bagmati
2025-04-08,17,Kailali,28.66124944775475,80.56963614847002,Motorcycle,Speeding,Serious,4,Sudurpashchim
2025-09-26,18,Ramechhap,27.34655718332046,86.02304623480467,Motorcycle,Poor Road,Serious,9,Bagmati
2025-12-16,10,Lalitpur,27.617583643705235,85.31582125973507,Motorcycle,Speeding,Fatal,12,Bagmati
2025-09-12,12,Bardiya,28.33729108724498,81.34020414204403,Motorcycle,Monsoon Weather,Fatal,9,Lumbini
2025-10-10,19,Baglung,28.264117877717975,83.63695440505374,Motorcycle,Speeding,Serious,10,Gandaki
2025-03-20,21,Baglung,28.32339982894731,83.60741022360075,Motorcycle,Speeding,Fatal,3,Gandaki
2025-11-10,15,Kalikot,29.195959838007475,81.58148489095356,Motorcycle,Reckless Driving,Minor,11,Karnali
2025-05-25,17,Kaski,28.150871838790017,83.9234499204503,Motorcycle,Poor Road,Fatal,5,Gandaki
2025-06-15,18,Lamjung,28.34670343226589,84.39440106115399,Motorcycle,Reckless Driving,Serious,6,Gandaki
2025-07-29,20,Chitwan,27.626451239276758,84.5326532857441,Motorcycle,Speeding,Fatal,7,Bagmati
2025-11-25,11,Rasuwa,28.051023346301342,85.30164916227379,Car,Overtaking,Serious,11,Bagmati
2025-06-14,15,Jhapa,26.541042660867628,87.88781976097452,Motorcycle,Speeding,Fatal,6,Koshi
2025-02-26,17,Kavrepalanchok,27.606811367872613,85.62713310417207,Motorcycle,Monsoon Weather,Minor,2,Bagmati
2025-02-19,20,Kathmandu,27.75006409562732,85.38459398906086,Motorcycle,Speeding,Fatal,2,Bagmati
2025-09-25,23,Sindhuli,27.174742333308167,85.8924538186868,Motorcycle,Drink Driving,Fatal,9,Bagmati
2025-12-04,17,Tanahun,27.83356218563593,84.26211696081045,Motorcycle,Drink Driving,Serious,12,Gandaki
2025-02-04,13,Rautahat,26.990702798714665,85.32272851962495,Bus,Poor Road,Minor,2,Madhesh
2025-01-23,19,Bara,27.050133002605858,85.0645094263861,Car,Speeding,Serious,1,Madhesh
2025-03-08,21,Bara,27.12037695342302,84.94616335219159,Motorcycle,Speeding,Fatal,3,Madhesh
2025-04-02,18,Parsa,27.206466067242363,84.84707555264212,Motorcycle,Speeding,Fatal,4,Madhesh
2025-01-17,15,Ramechhap,27.342532715410783,86.14559029575753,Motorcycle,Speeding,Fatal,1,Bagmati
2025-04-14,20,Kathmandu,27.63490248144718,85.38119890038706,Motorcycle,Reckless Driving,Fatal,4,Bagmati
2025-02-24,19,Rukum West,28.727338136727617,82.46004185722529,Motorcycle,Speeding,Serious,2,Karnali
2025-09-06,14,Salyan,28.479116412433218,82.15288071237717,Motorcycle,Speeding,Fatal,9,Karnali
2025-04-09,19,Chitwan,27.51492195166543,84.44664381806894,Motorcycle,Speeding,Fatal,4,Bagmati
2025-02-20,20,Kathmandu,27.671778918808688,85.25656847074154,Motorcycle,Speeding,Fatal,2,Bagmati
2025-01-17,21,Kathmandu,27.750454692182043,85.28749885616524,Motorcycle,Monsoon Weather,Serious,1,Bagmati
2025-10-20,17,Rukum East,28.776141790083177,82.63241462910909,Car,Reckless Driving,Minor,10,Lumbini
2025-11-25,16,Sindhuli,27.19774885924089,85.94616682351104,Car,Speeding,Serious,11,Bagmati
2025-07-18,21,Bhaktapur,27.66470147546133,85.41880186533338,Motorcycle,Monsoon Weather,Fatal,7,Bagmati
2025-12-03,14,Bara,27.05571058730287,84.92498769317083,Car,Poor Road,Serious,12,Madhesh
2025-09-08,19,Dhading,27.92980818011898,84.89795068404615,Motorcycle,Speeding,Fatal,9,Bagmati
2025-09-27,13,Lamjung,28.346554463818993,84.45045593172168,Motorcycle,Monsoon Weather,Serious,9,Gandaki
2025-11-16,21,Nawalparasi West,27.506885619518677,83.72774767142828,Bus,Monsoon Weather,Fatal,11,Lumbini
2025-12-26,17,Dailekh,28.882517416977972,81.77644204615422,Motorcycle,Speeding,Fatal,12,Karnali
2025-10-30,21,Bhojpur,27.161465277852948,87.01153804953498,Car,Poor Road,Serious,10,Koshi
2025-05-12,19,Nawalparasi West,27.495067503133356,83.7659912955825,Motorcycle,Speeding,Fatal,5,Lumbini
2025-01-26,14,Parsa,27.12246712821943,84.83781995894951,Motorcycle,Poor Road,Serious,1,Madhesh
2025-07-07,22,Baglung,28.294865139714332,83.56370608897284,Motorcycle,Speeding,Fatal,7,Gandaki
2025-04-24,22,Lalitpur,27.578156282154985,85.29972457785163,Motorcycle,Speeding,Fatal,4,Bagmati
2025-11-07,20,Makwanpur,27.50690073858545,85.0497362417363,Motorcycle,Speeding,Fatal,11,Bagmati
2025-02-06,15,Kathmandu,27.774365401239265,85.32057944497419,Motorcycle,Speeding,Serious,2,Bagmati
2025-01-07,17,Palpa,27.764143810707495,83.55093023955924,Car,Speeding,Minor,1,Lumbini
2025-04-17,18,Chitwan,27.611123919485692,84.50582100572439,Motorcycle,Speeding,Fatal,4,Bagmati
2025-12-02,15,Saptari,26.616639828639272,86.79082028629347,Motorcycle,Speeding,Serious,12,Madhesh
2025-09-09,23,Rupandehi,27.536144554282384,83.37693812802692,Bus,Overtaking,Fatal,9,Lumbini
2025-02-10,18,Surkhet,28.648411504847207,81.60523252912827,Motorcycle,Monsoon Weather,Fatal,2,Karnali
2025-08-28,9,Syangja,27.982673364930363,83.80600310820289,Motorcycle,Monsoon Weather,Serious,8,Gandaki
2025-11-24,19,Dhanusha,26.767992231753173,85.89392100957981,Motorcycle,Reckless Driving,Serious,11,Madhesh
2025-02-01,16,Gulmi,28.03678646325223,83.2736937936301,Motorcycle,Speeding,Serious,2,Lumbini
2025-07-04,17,Dang,27.976065431170888,82.23461359014517,Car,Monsoon Weather,Minor,7,Lumbini
2025-10-13,16,Siraha,26.695574958080037,86.2958931308138,Motorcycle,Overtaking,Serious,10,Madhesh
2025-08-01,20,Gorkha,27.979715958915463,84.66311864717996,Motorcycle,Speeding,Fatal,8,Gandaki
2025-07-08,21,Kavrepalanchok,27.55296437950735,85.53659080122796,Truck,Reckless Driving,Fatal,7,Bagmati
2025-12-29,18,Rautahat,26.969857506447863,85.34598133000821,Motorcycle,Speeding,Serious,12,Madhesh
2025-01-30,16,Kavrepalanchok,27.528020229171332,85.50144694328574,Motorcycle,Monsoon Weather,Serious,1,Bagmati
2025-11-12,17,Bara,27.00370264677677,85.07887404805011,Motorcycle,Speeding,Fatal,11,Madhesh
2025-05-17,18,Chitwan,27.591324002874607,84.44223332230136,Bus,Reckless Driving,Minor,5,Bagmati
2025-09-28,15,Makwanpur,27.41355186228425,84.99685153505966,Bus,Speeding,Serious,9,Bagmati
